source,target,mode
0,1,activation
0,2,activation
0,25,repression
0,69,activation
0,426,activation
0,60,repression
0,539,repression
0,76,activation
0,31,activation
0,733,activation
0,3,activation
0,4,activation
0,5,activation
0,7,activation
0,8,activation
0,9,activation
0,10,activation
0,11,repression
0,14,activation
0,15,activation
0,16,activation
0,17,activation
0,18,activation
0,19,activation
0,20,activation
0,21,activation
0,22,activation
0,24,activation
0,26,activation
0,27,activation
0,33,activation
0,34,activation
0,35,activation
0,36,activation
0,37,activation
0,38,activation
0,40,activation
0,45,activation
0,48,activation
0,49,activation
0,53,activation
0,54,activation
0,57,activation
0,59,activation
0,65,activation
0,74,activation
0,75,activation
0,79,activation
0,81,activation
0,89,activation
0,90,activation
0,91,activation
0,99,activation
0,100,activation
0,101,repression
0,102,activation
0,106,activation
0,107,repression
0,109,activation
0,110,activation
0,113,activation
0,114,activation
0,115,activation
0,117,repression
0,118,activation
0,119,repression
0,122,activation
0,126,activation
0,131,activation
0,132,activation
0,136,activation
0,143,activation
0,151,activation
0,153,repression
0,158,activation
0,161,activation
0,166,activation
0,168,activation
0,169,activation
0,170,activation
0,174,activation
0,180,activation
0,181,activation
0,182,activation
0,186,activation
0,194,repression
0,199,activation
0,200,activation
0,201,activation
0,203,activation
0,208,activation
0,209,activation
0,211,repression
0,217,activation
0,223,activation
0,224,activation
0,226,activation
0,229,activation
0,233,activation
0,235,activation
0,237,activation
0,248,activation
0,249,activation
0,250,activation
0,256,activation
0,258,repression
0,259,activation
0,260,activation
0,262,activation
0,263,repression
0,271,activation
0,272,activation
0,294,activation
0,295,activation
0,301,repression
0,316,activation
0,317,activation
0,318,repression
0,330,activation
0,341,activation
0,351,activation
0,352,activation
0,359,repression
0,362,activation
0,363,activation
0,380,repression
0,392,activation
0,396,activation
0,411,activation
0,415,activation
0,422,activation
0,424,activation
0,425,activation
0,428,repression
0,440,activation
0,442,activation
0,451,activation
0,472,activation
0,482,activation
0,484,repression
0,494,activation
0,497,activation
0,511,activation
0,514,activation
0,520,activation
0,524,activation
0,527,activation
0,537,activation
0,540,repression
0,545,activation
0,551,activation
0,563,activation
0,568,activation
0,571,activation
0,581,activation
0,588,repression
0,594,activation
0,607,activation
0,614,repression
0,615,activation
0,619,activation
0,623,activation
0,628,activation
0,629,repression
0,631,activation
0,635,repression
0,643,activation
0,644,activation
0,646,repression
0,665,activation
0,672,activation
0,688,activation
0,698,activation
0,707,activation
0,714,activation
0,730,activation
0,742,activation
0,748,activation
0,753,activation
0,756,activation
0,757,activation
0,761,activation
0,768,activation
0,791,activation
0,802,activation
0,809,activation
0,810,activation
0,819,activation
0,833,activation
0,852,activation
0,859,activation
0,868,activation
0,896,activation
0,899,activation
0,901,repression
0,909,activation
0,912,activation
0,913,activation
0,914,activation
0,917,activation
0,932,activation
0,940,activation
0,946,activation
0,971,activation
0,973,activation
0,975,repression
0,993,activation
0,1007,repression
0,1015,activation
0,1017,activation
0,1021,activation
0,1035,activation
0,1038,activation
0,1040,activation
0,1045,repression
0,1053,activation
0,1065,repression
0,1068,activation
0,1082,activation
0,1093,activation
0,1101,activation
0,1104,activation
0,1111,activation
0,1112,repression
0,1126,activation
0,1142,activation
0,1152,activation
0,1154,activation
0,1164,activation
0,1174,activation
0,1185,activation
0,1187,activation
0,1217,activation
0,1218,activation
0,1228,activation
0,1235,activation
0,1240,activation
0,1245,activation
0,1249,activation
0,1267,activation
0,1271,activation
0,1279,activation
0,1300,activation
0,1301,activation
0,1311,activation
0,1316,activation
0,1341,activation
0,1354,activation
0,1366,activation
0,1378,activation
0,1386,repression
0,1387,activation
0,1389,activation
0,1391,activation
0,1392,activation
0,1393,repression
0,1420,activation
0,1422,repression
0,1423,repression
0,1431,activation
0,1434,activation
0,1443,activation
0,1446,activation
0,1455,activation
0,1466,activation
0,1474,activation
0,1483,activation
0,1490,activation
0,1491,activation
0,1492,repression
0,1501,activation
0,1518,activation
0,1537,repression
0,1548,activation
0,1549,activation
0,1578,activation
0,1595,activation
0,1611,activation
0,1619,repression
0,1628,activation
0,1632,activation
0,1634,activation
0,1635,activation
0,1646,activation
0,1669,activation
0,1677,activation
0,1688,activation
0,1692,repression
0,1700,activation
0,1707,activation
0,1709,activation
0,1717,activation
0,1719,activation
0,1734,activation
0,1748,activation
0,1771,activation
0,1776,activation
0,1782,activation
0,1802,activation
0,1806,activation
0,1815,repression
0,1816,repression
0,1818,activation
0,1842,activation
0,1846,activation
0,1896,activation
0,1900,activation
0,1940,activation
0,1952,activation
0,1959,activation
0,1960,activation
0,1963,repression
0,1969,activation
0,1996,activation
1,2,repression
1,28,repression
1,1,repression
1,23,repression
1,31,activation
1,60,repression
1,602,repression
1,378,repression
1,1155,repression
1,72,repression
1,1263,repression
1,13,activation
1,1384,repression
1,30,activation
1,1640,activation
1,43,repression
1,3,repression
1,4,repression
1,5,repression
1,6,repression
1,7,activation
1,8,repression
1,9,activation
1,10,repression
1,11,activation
1,12,repression
1,15,repression
1,16,repression
1,17,activation
1,18,repression
1,19,repression
1,21,repression
1,22,activation
1,24,repression
1,26,repression
1,27,repression
1,29,repression
1,32,repression
1,33,repression
1,34,activation
1,35,repression
1,36,repression
1,37,repression
1,38,repression
1,40,activation
1,41,activation
1,42,repression
1,46,activation
1,47,repression
1,48,repression
1,49,activation
