source,target,mode
0,1,activation
0,0,activation
0,2,activation
0,15,activation
0,23,activation
0,175,repression
0,58,activation
0,235,activation
0,264,repression
0,296,activation
0,233,repression
0,343,activation
0,43,activation
0,485,activation
0,505,activation
0,20,repression
0,521,activation
0,524,activation
0,115,activation
0,607,repression
0,650,repression
0,753,activation
0,837,activation
0,927,activation
0,107,activation
0,1008,activation
0,1010,repression
0,993,repression
0,1236,activation
0,528,activation
0,630,activation
0,1372,activation
0,1433,repression
0,333,activation
0,164,activation
0,1665,activation
0,906,activation
0,604,activation
0,1823,activation
0,734,activation
0,821,activation
0,3,repression
0,4,activation
0,5,repression
0,6,repression
0,7,activation
0,8,activation
0,9,repression
0,10,activation
0,11,activation
0,12,repression
0,13,activation
0,14,repression
0,17,activation
0,19,activation
0,24,activation
0,25,activation
0,26,repression
0,27,activation
0,28,activation
0,29,repression
0,30,activation
0,31,activation
0,32,repression
0,33,activation
0,34,activation
0,35,activation
0,36,activation
0,38,activation
0,39,activation
0,40,activation
0,41,activation
0,45,activation
0,46,repression
0,47,activation
0,49,repression
0,51,activation
0,52,repression
0,53,activation
0,59,activation
0,60,activation
0,61,activation
0,64,activation
0,66,activation
0,67,activation
0,68,activation
0,69,activation
0,71,activation
0,72,activation
0,73,activation
0,77,activation
0,78,activation
0,80,activation
0,81,repression
0,82,activation
0,83,activation
0,84,activation
0,85,activation
0,87,activation
0,90,activation
0,91,repression
0,96,activation
0,99,activation
0,100,repression
0,101,activation
0,102,activation
0,103,repression
0,104,repression
0,106,activation
0,108,repression
0,110,activation
0,114,activation
0,118,repression
0,119,activation
0,121,activation
0,123,activation
0,125,activation
0,126,activation
0,127,activation
0,128,activation
0,135,activation
0,136,activation
0,137,activation
0,141,activation
0,142,activation
0,143,repression
0,144,activation
0,145,activation
0,148,activation
0,149,activation
0,150,activation
0,153,activation
0,154,activation
0,156,activation
0,157,activation
0,161,activation
0,163,activation
0,165,activation
0,166,activation
0,167,activation
0,170,activation
0,173,repression
0,176,activation
0,177,repression
0,180,activation
0,184,activation
0,185,activation
0,186,activation
0,187,activation
0,188,activation
0,189,repression
0,190,repression
0,191,activation
0,192,repression
0,193,repression
0,194,repression
0,196,activation
0,197,activation
0,198,activation
0,199,activation
0,202,activation
0,203,activation
0,205,repression
0,207,repression
0,209,activation
0,210,activation
0,211,activation
0,213,repression
0,215,repression
0,216,activation
0,218,repression
0,222,repression
0,224,activation
0,227,activation
0,228,activation
0,229,repression
0,230,activation
0,231,activation
0,232,activation
0,234,activation
0,236,activation
0,237,repression
0,238,activation
0,239,repression
0,241,activation
0,242,activation
0,244,activation
0,245,activation
0,246,activation
0,247,repression
0,251,activation
0,254,activation
0,255,activation
0,257,activation
0,258,activation
0,259,activation
0,260,activation
0,265,activation
0,267,repression
0,271,activation
0,272,activation
0,273,repression
0,274,activation
0,276,activation
0,278,activation
0,280,activation
0,282,activation
0,283,activation
0,284,activation
0,285,activation
0,292,activation
0,294,repression
0,298,repression
0,300,activation
0,304,activation
0,307,activation
0,311,activation
0,313,activation
0,314,repression
0,315,activation
0,319,activation
0,321,activation
0,322,activation
0,324,repression
0,326,activation
0,331,activation
0,340,repression
0,341,activation
0,342,activation
0,345,repression
0,349,activation
0,350,activation
0,351,activation
0,354,activation
0,357,activation
0,359,activation
0,361,activation
0,366,activation
0,368,activation
0,372,activation
0,373,activation
0,376,activation
0,378,repression
0,379,activation
0,380,activation
0,383,activation
0,385,activation
0,387,repression
0,389,repression
0,392,activation
0,393,activation
0,395,activation
0,397,activation
0,403,repression
0,404,repression
0,405,repression
0,408,repression
0,409,activation
0,415,repression
0,419,activation
0,422,activation
0,423,activation
0,427,activation
0,430,activation
0,431,activation
0,434,activation
0,437,activation
0,441,repression
0,442,repression
0,451,activation
0,455,activation
0,462,activation
0,464,activation
0,467,activation
0,472,repression
0,473,activation
0,474,activation
0,475,activation
0,476,activation
0,477,activation
0,480,repression
0,483,activation
0,488,activation
0,492,activation
0,496,activation
0,497,repression
0,498,activation
0,499,activation
0,500,activation
0,501,activation
0,503,activation
0,504,activation
0,508,activation
0,509,repression
0,512,activation
0,514,activation
0,516,activation
0,525,activation
0,529,activation
0,532,activation
0,533,activation
0,534,activation
0,536,activation
0,537,activation
0,542,activation
0,543,activation
0,549,activation
0,552,activation
0,554,activation
0,557,activation
0,564,activation
0,565,repression
0,570,activation
0,575,activation
0,577,activation
0,578,activation
0,581,activation
0,582,activation
0,583,activation
0,586,activation
0,589,activation
0,595,activation
0,597,activation
0,599,activation
0,601,activation
0,609,activation
0,614,activation
0,621,activation
0,624,activation
0,625,activation
0,626,repression
0,627,repression
0,631,activation
0,634,activation
0,635,repression
0,639,repression
0,642,repression
0,644,activation
0,645,activation
0,651,activation
0,652,activation
0,653,activation
0,655,activation
0,656,activation
0,664,activation
0,665,activation
0,666,activation
0,669,activation
0,670,activation
0,674,activation
0,677,repression
0,680,activation
0,681,activation
0,684,activation
0,685,repression
0,686,repression
0,689,repression
0,692,repression
0,693,repression
0,695,activation
0,699,activation
0,701,activation
0,703,activation
0,708,activation
0,710,activation
0,714,activation
0,718,activation
0,719,repression
0,720,repression
0,723,activation
0,727,activation
0,729,repression
0,736,activation
0,743,activation
0,744,activation
0,745,activation
0,747,activation
0,749,activation
0,752,activation
0,754,activation
0,755,repression
0,757,repression
0,762,activation
0,763,activation
0,770,activation
0,771,repression
0,779,activation
0,783,activation
0,785,activation
0,786,activation
0,793,repression
0,797,activation
0,798,activation
0,799,activation
0,802,activation
0,803,activation
0,804,activation
0,805,activation
0,806,repression
0,807,repression
0,815,activation
0,820,repression
0,823,activation
0,824,activation
0,825,activation
0,827,activation
0,829,activation
0,835,activation
0,843,activation
0,848,activation
0,850,repression
0,851,activation
0,853,repression
0,858,repression
0,859,activation
0,860,repression
0,861,activation
0,862,activation
0,865,activation
0,866,activation
0,869,activation
0,873,activation
0,875,activation
0,877,activation
0,878,activation
0,886,activation
0,888,activation
0,895,activation
0,897,activation
0,900,activation
0,916,activation
0,920,activation
0,922,repression
0,923,repression
0,924,activation
0,931,activation
0,939,activation
0,941,activation
0,942,activation
0,943,activation
0,944,repression
0,945,activation
0,950,activation
0,952,activation
0,956,activation
0,959,activation
0,963,activation
0,967,repression
0,971,activation
0,975,activation
0,979,activation
0,980,activation
0,981,activation
0,984,activation
0,985,activation
0,987,repression
0,988,activation
0,991,activation
0,992,activation
0,994,repression
0,999,activation
0,1001,activation
0,1004,activation
0,1005,activation
0,1006,activation
0,1009,repression
0,1013,activation
0,1014,activation
0,1018,activation
0,1020,activation
0,1021,activation
0,1033,activation
0,1036,activation
0,1037,activation
0,1041,repression
0,1049,repression
0,1053,activation
0,1054,activation
0,1055,activation
0,1057,activation
0,1058,activation
0,1059,activation
0,1060,activation
0,1062,activation
0,1064,activation
0,1069,activation
0,1070,activation
0,1075,activation
0,1079,repression
0,1087,activation
0,1090,activation
0,1092,activation
0,1094,repression
0,1101,activation
0,1102,activation
0,1104,activation
0,1107,repression
0,1109,activation
0,1111,activation
0,1126,activation
0,1134,repression
0,1135,activation
0,1136,activation
0,1142,activation
0,1144,activation
0,1146,activation
0,1157,activation
0,1158,repression
0,1165,activation
0,1169,repression
0,1171,activation
0,1172,activation
0,1190,activation
0,1191,activation
0,1196,repression
0,1197,activation
0,1200,activation
0,1201,activation
0,1212,repression
0,1213,activation
0,1229,activation
0,1234,activation
0,1241,repression
0,1242,activation
0,1243,repression
0,1245,activation
0,1254,repression
0,1258,activation
0,1264,activation
0,1271,activation
0,1272,activation
0,1276,activation
0,1279,activation
0,1280,activation
0,1285,activation
0,1291,repression
0,1292,activation
0,1294,activation
0,1295,activation
0,1296,activation
0,1302,activation
0,1309,activation
0,1316,activation
0,1317,activation
0,1318,activation
0,1320,activation
0,1321,repression
0,1322,activation
0,1326,activation
0,1327,repression
0,1330,activation
0,1336,activation
0,1341,repression
0,1344,activation
0,1346,repression
0,1350,activation
0,1355,repression
0,1357,activation
0,1360,repression
0,1362,repression
0,1378,repression
0,1387,activation
0,1388,activation
0,1389,activation
0,1392,activation
0,1393,activation
0,1397,activation
0,1400,repression
0,1405,activation
0,1406,activation
0,1409,activation
0,1412,activation
0,1419,activation
0,1427,activation
0,1437,activation
0,1440,activation
0,1441,activation
0,1442,activation
0,1443,activation
0,1449,activation
0,1457,activation
0,1459,activation
0,1462,activation
0,1475,activation
0,1480,repression
0,1483,repression
0,1487,activation
0,1506,activation
0,1523,activation
0,1529,activation
0,1531,activation
0,1533,activation
0,1544,repression
0,1547,activation
0,1548,activation
0,1549,activation
0,1552,activation
0,1553,activation
0,1557,activation
0,1558,activation
0,1559,activation
0,1561,repression
0,1563,repression
0,1586,activation
0,1589,activation
0,1594,activation
0,1596,activation
0,1599,repression
0,1604,activation
0,1615,activation
0,1616,repression
0,1618,activation
0,1624,repression
0,1627,activation
0,1631,activation
0,1638,activation
0,1646,activation
0,1654,activation
0,1655,activation
0,1657,activation
0,1658,repression
0,1659,repression
0,1661,activation
0,1664,activation
0,1678,repression
0,1681,activation
0,1685,repression
0,1687,activation
0,1688,repression
0,1696,repression
0,1702,activation
0,1705,activation
0,1706,activation
0,1710,activation
0,1716,activation
0,1720,activation
0,1730,activation
0,1737,activation
0,1744,repression
0,1746,activation
0,1749,activation
0,1757,activation
0,1758,activation
0,1763,activation
0,1767,activation
0,1780,repression
0,1781,activation
0,1788,activation
0,1792,repression
0,1793,activation
0,1802,activation
0,1803,repression
0,1804,activation
0,1807,activation
0,1809,activation
0,1817,repression
0,1819,activation
0,1820,repression
0,1831,activation
0,1832,repression
0,1833,repression
0,1834,activation
0,1836,repression
0,1838,activation
0,1839,activation
0,1851,activation
0,1852,activation
0,1860,activation
0,1870,activation
0,1874,activation
0,1883,activation
0,1885,activation
0,1887,activation
0,1889,repression
0,1897,repression
0,1902,repression
0,1903,activation
0,1910,repression
0,1913,activation
0,1919,activation
0,1920,activation
0,1925,activation
0,1928,activation
0,1933,activation
0,1952,activation
0,1958,repression
0,1963,activation
0,1964,repression
0,1971,repression
0,1975,activation
0,1978,activation
0,1980,activation
0,1985,repression
0,1995,activation
1,2,activation
1,15,activation
1,20,activation
1,1,activation
1,93,activation
1,252,repression
1,301,repression
1,164,repression
1,23,repression
1,977,activation
1,1137,activation
1,1773,activation
1,175,activation
1,1856,activation
1,1914,activation
1,3,activation
1,4,activation
1,5,activation
1,9,activation
1,11,activation
1,12,activation
1,13,activation
1,14,activation
1,16,repression
1,17,activation
1,18,activation
1,19,activation
1,22,activation
1,25,repression
1,26,repression
1,27,repression
1,29,activation
1,30,activation
1,31,activation
1,33,activation
1,34,activation
1,35,activation
1,37,activation
1,38,activation
1,39,activation
1,40,activation
1,41,activation
1,46,repression
1,47,repression
1,48,activation
1,49,activation
1,50,activation
1,51,activation
1,52,activation
1,53,activation
1,54,activation
1,56,activation
1,59,activation
1,60,repression
1,61,activation
1,64,activation
1,65,activation
1,66,activation
1,67,activation
1,68,activation
1,69,activation
1,70,activation
1,74,activation
1,75,repression
1,76,repression
1,77,activation
1,78,repression
1,79,activation
1,80,activation
1,81,activation
1,83,activation
1,84,repression
1,85,activation
1,88,repression
1,90,activation
1,91,activation
1,92,repression
1,96,activation
1,97,activation
1,99,repression
1,101,repression
1,102,activation
1,103,repression
1,108,activation
1,111,activation
1,112,activation
1,114,activation
1,118,activation
1,120,activation
1,121,activation
1,123,activation
1,126,activation
1,128,activation
1,130,activation
1,131,activation
1,132,activation
1,133,activation
1,134,repression
1,135,activation
1,137,activation
1,140,activation
1,141,activation
1,142,activation
1,143,activation
1,144,repression
1,145,activation
1,146,activation
1,148,activation
1,150,repression
1,151,activation
1,152,repression
1,153,activation
1,154,activation
1,156,activation
1,157,activation
1,158,repression
1,160,activation
1,163,repression
1,165,activation
1,166,activation
1,169,activation
1,171,activation
1,172,activation
1,174,activation
1,176,activation
1,177,activation
1,180,activation
1,182,repression
1,183,activation
1,186,repression
1,188,repression
1,189,activation
1,190,activation
1,191,activation
1,194,activation
1,196,activation
1,198,repression
1,199,activation
1,200,activation
1,203,activation
1,204,activation
1,205,activation
1,208,repression
1,210,activation
1,212,activation
1,213,repression
1,214,activation
1,216,activation
1,223,activation
1,225,activation
1,230,activation
1,231,activation
1,234,activation
1,238,activation
1,240,activation
1,242,activation
1,244,activation
1,246,repression
1,249,activation
1,250,activation
1,251,activation
1,255,repression
1,256,activation
1,258,activation
1,260,activation
1,262,activation
1,263,activation
1,271,activation
1,272,activation
1,276,repression
1,279,activation
1,280,activation
1,281,activation
1,283,activation
1,285,activation
1,288,repression
1,292,activation
1,297,activation
1,302,repression
1,304,activation
1,307,activation
1,308,activation
1,309,activation
1,310,activation
1,312,activation
1,313,activation
1,314,repression
1,316,activation
1,317,activation
1,320,repression
1,321,activation
1,324,activation
1,326,repression
1,327,repression
1,328,repression
1,329,repression
1,331,activation
1,332,activation
1,334,activation
1,335,repression
1,336,activation
1,341,repression
1,344,repression
1,345,activation
1,348,activation
1,349,activation
1,350,repression
1,352,activation
1,357,activation
1,359,activation
1,362,repression
1,365,activation
1,366,repression
1,369,activation
1,371,activation
1,372,repression
1,374,repression
1,376,activation
1,378,repression
1,380,activation
1,381,activation
1,382,activation
1,383,repression
1,389,repression
1,394,activation
1,395,activation
1,396,activation
1,398,activation
1,401,activation
1,403,activation
1,404,activation
1,405,repression
1,406,repression
1,408,repression
1,410,activation
1,412,repression
1,414,activation
1,415,activation
1,419,activation
1,421,activation
1,425,activation
1,428,repression
1,431,activation
1,432,activation
1,434,activation
1,436,activation
1,439,activation
1,440,activation
1,445,activation
1,447,activation
1,448,activation
1,449,repression
1,450,activation
1,455,activation
1,456,repression
1,457,activation
1,462,activation
1,465,activation
1,466,repression
1,467,activation
1,468,activation
1,470,activation
1,471,activation
1,473,activation
1,476,activation
1,480,repression
1,481,repression
1,489,activation
1,491,activation
1,493,activation
1,499,activation
1,500,repression
1,501,repression
1,502,activation
1,504,activation
1,507,repression
1,510,activation
1,511,repression
1,513,activation
1,514,activation
1,515,activation
1,516,repression
1,518,repression
1,519,activation
1,523,activation
1,525,repression
1,527,activation
1,529,activation
1,530,activation
1,533,activation
1,536,activation
1,537,activation
1,538,activation
1,539,repression
1,540,repression
1,542,repression
1,546,activation
1,547,repression
1,549,activation
1,551,activation
1,552,activation
1,558,activation
1,561,activation
1,563,activation
1,564,repression
1,565,activation
1,567,activation
1,570,activation
1,571,repression
1,573,activation
1,576,repression
1,582,activation
1,583,activation
1,585,activation
1,587,repression
1,591,activation
1,595,repression
1,598,repression
1,600,activation
