source,target,mode
0,1,repression
0,0,repression
0,5,repression
0,13,repression
0,7,repression
0,21,activation
0,23,repression
0,30,repression
0,33,repression
0,34,activation
0,36,repression
0,37,activation
0,40,repression
0,52,activation
0,67,repression
0,73,activation
0,86,repression
0,2,repression
0,96,repression
0,109,repression
0,28,activation
0,126,repression
0,129,repression
0,181,repression
0,184,repression
0,187,repression
0,194,repression
0,205,repression
0,209,activation
0,223,repression
0,225,activation
0,77,activation
0,222,activation
0,210,activation
0,247,activation
0,385,repression
0,426,activation
0,416,repression
0,493,repression
0,492,repression
0,521,repression
0,206,repression
0,233,repression
0,433,activation
0,217,repression
0,813,repression
0,877,repression
0,156,repression
0,897,activation
0,628,activation
0,556,repression
0,1083,repression
0,1091,repression
0,1100,activation
0,1118,repression
0,1137,repression
0,875,activation
0,1212,activation
0,1225,activation
0,464,activation
0,998,repression
0,1439,repression
0,1505,repression
0,1511,activation
0,1518,repression
0,563,repression
0,1581,repression
0,1586,activation
0,1592,repression
0,316,repression
0,234,repression
0,1854,activation
0,1910,repression
0,798,activation
0,3,repression
0,8,repression
0,9,repression
0,14,repression
0,15,repression
0,17,activation
0,19,repression
0,27,repression
0,38,activation
0,39,repression
0,43,activation
0,46,repression
0,47,repression
0,48,activation
0,57,repression
0,59,repression
0,62,activation
0,65,repression
0,66,repression
0,68,repression
0,70,repression
0,72,repression
0,75,repression
0,76,repression
0,84,repression
0,85,repression
0,89,repression
0,90,repression
0,94,repression
0,95,repression
0,99,activation
0,100,repression
0,103,repression
0,105,repression
0,107,activation
0,111,repression
0,112,repression
0,130,repression
0,133,repression
0,149,repression
0,150,repression
0,151,repression
0,152,repression
0,154,activation
0,155,repression
0,160,repression
0,169,repression
0,177,activation
0,180,repression
0,182,repression
0,185,repression
0,186,repression
0,193,repression
0,196,activation
0,204,repression
0,208,repression
0,214,repression
0,220,repression
0,228,repression
0,237,activation
0,240,repression
0,243,activation
0,249,activation
0,256,repression
0,268,activation
0,270,repression
0,277,repression
0,287,repression
0,289,repression
0,294,repression
0,295,activation
0,303,repression
0,307,activation
0,309,repression
0,327,repression
0,343,activation
0,344,repression
0,347,activation
0,352,repression
0,364,repression
0,368,repression
0,370,repression
0,373,repression
0,377,activation
0,393,activation
0,395,repression
0,407,repression
0,410,activation
0,412,activation
0,413,repression
0,420,repression
0,430,repression
0,435,activation
0,456,activation
0,460,repression
0,472,repression
0,475,activation
0,490,activation
0,505,repression
0,508,repression
0,512,repression
0,518,repression
0,530,activation
0,552,repression
0,553,repression
0,557,activation
0,561,activation
0,565,repression
0,584,repression
0,587,repression
0,599,repression
0,602,repression
0,608,repression
0,633,repression
0,647,repression
0,652,activation
0,655,repression
0,656,repression
0,660,repression
0,683,activation
0,684,activation
0,688,repression
0,702,repression
0,715,repression
0,720,activation
0,722,activation
0,727,repression
0,738,activation
0,741,activation
0,749,activation
0,756,repression
0,763,repression
0,773,repression
0,774,activation
0,779,activation
0,782,repression
0,789,activation
0,792,repression
0,797,repression
0,858,repression
0,872,repression
0,881,repression
0,883,repression
0,888,activation
0,902,activation
0,907,repression
0,911,repression
0,935,activation
0,939,repression
0,947,activation
0,961,repression
0,963,activation
0,965,activation
0,966,repression
0,980,repression
0,1042,repression
0,1046,repression
0,1050,activation
0,1078,activation
0,1095,repression
0,1101,activation
0,1123,repression
0,1124,repression
0,1131,activation
0,1147,repression
0,1149,repression
0,1158,repression
0,1161,repression
0,1198,activation
0,1205,repression
0,1211,activation
0,1219,repression
0,1229,activation
0,1241,activation
0,1250,repression
0,1259,repression
0,1261,repression
0,1263,repression
0,1278,activation
0,1297,repression
0,1306,repression
0,1315,repression
0,1323,activation
0,1336,repression
