source,target,mode
0,1,repression
0,9,activation
0,2,repression
0,291,repression
0,0,repression
0,573,repression
0,44,repression
0,4,activation
0,21,repression
0,829,activation
0,32,repression
0,241,repression
0,1259,repression
0,1646,repression
0,1442,repression
0,1951,repression
0,661,repression
0,5,repression
0,10,repression
0,11,repression
0,12,activation
0,15,repression
0,17,repression
0,24,repression
0,25,repression
0,26,repression
0,36,repression
0,40,repression
0,42,activation
0,47,activation
0,48,repression
0,50,activation
0,53,activation
0,54,repression
0,60,repression
0,61,repression
0,64,activation
0,74,repression
0,78,activation
0,82,repression
0,86,repression
0,88,repression
0,89,repression
0,94,repression
0,109,repression
0,118,repression
0,120,repression
0,121,activation
0,126,activation
0,129,activation
0,130,repression
0,138,activation
0,143,repression
0,144,repression
0,147,repression
0,149,repression
0,150,repression
0,152,repression
0,155,activation
0,156,activation
0,165,repression
0,166,repression
0,167,repression
0,169,activation
0,175,repression
0,181,repression
0,201,repression
0,215,repression
0,218,repression
0,221,activation
0,223,activation
0,227,repression
0,228,activation
0,236,repression
0,240,repression
0,246,repression
0,248,repression
0,263,repression
0,273,repression
0,274,repression
0,278,repression
0,281,repression
0,296,activation
0,308,repression
0,328,repression
0,333,repression
0,335,activation
0,345,repression
0,374,repression
0,379,repression
0,389,activation
0,402,repression
0,404,activation
0,421,repression
0,424,repression
0,430,repression
0,437,repression
0,438,repression
0,468,repression
0,471,repression
0,479,activation
0,499,repression
0,508,repression
0,509,activation
0,512,activation
0,526,repression
0,537,repression
0,545,repression
0,559,activation
0,571,activation
0,586,repression
0,587,activation
0,592,repression
0,599,activation
0,603,repression
0,622,activation
0,636,repression
0,678,activation
0,686,repression
0,695,repression
0,740,repression
0,757,repression
0,763,repression
0,768,repression
0,770,repression
0,775,repression
0,780,repression
0,785,repression
0,793,repression
0,795,activation
0,797,repression
0,835,repression
0,844,repression
0,859,repression
0,890,repression
0,894,repression
0,896,repression
0,917,repression
0,966,repression
0,983,activation
0,986,repression
0,989,repression
0,996,repression
0,1001,repression
0,1004,repression
0,1043,activation
0,1046,repression
0,1047,repression
0,1058,activation
0,1064,activation
0,1070,repression
0,1079,repression
0,1101,repression
0,1102,repression
0,1121,activation
0,1152,activation
0,1191,repression
0,1195,repression
0,1236,repression
0,1278,repression
0,1279,repression
0,1295,repression
0,1299,activation
0,1340,activation
0,1379,activation
0,1386,activation
0,1418,repression
0,1428,repression
0,1434,activation
0,1436,repression
0,1459,repression
0,1481,repression
0,1483,activation
0,1490,activation
0,1511,repression
0,1526,activation
0,1533,repression
0,1570,repression
0,1574,repression
0,1592,activation
0,1603,repression
0,1623,repression
0,1642,repression
0,1645,activation
0,1674,repression
0,1691,repression
0,1693,repression
0,1697,repression
0,1700,activation
0,1703,repression
0,1717,activation
0,1732,activation
0,1771,repression
0,1775,activation
0,1777,activation
0,1791,repression
0,1792,repression
0,1813,repression
0,1825,activation
0,1832,repression
0,1852,repression
0,1860,activation
0,1861,repression
0,1871,activation
0,1880,repression
0,1917,repression
0,1918,activation
0,1985,repression
1,2,activation
1,4,activation
1,6,activation
1,1,activation
1,14,activation
1,19,activation
1,27,repression
1,32,activation
1,44,activation
1,76,activation
1,84,activation
1,91,activation
1,96,repression
1,100,activation
1,101,activation
1,108,repression
1,164,activation
1,173,activation
1,179,activation
1,194,activation
1,244,repression
1,306,repression
1,313,activation
1,302,activation
1,21,activation
1,365,repression
1,366,activation
1,391,activation
1,396,activation
1,398,activation
1,405,activation
1,299,activation
1,449,activation
1,97,activation
1,128,activation
1,536,repression
1,567,activation
1,619,activation
1,9,activation
1,99,activation
1,668,activation
1,701,activation
1,723,activation
1,776,activation
1,344,activation
1,988,activation
1,911,activation
1,1044,activation
1,842,activation
1,1081,activation
1,1106,activation
1,1133,activation
1,203,activation
1,1185,activation
1,235,activation
1,1305,activation
1,1035,activation
1,1370,activation
1,1383,activation
1,1398,activation
1,1432,activation
1,229,activation
1,979,activation
1,312,activation
1,1144,activation
1,573,activation
1,1564,activation
1,1578,activation
1,1584,repression
1,1610,activation
1,1622,repression
1,220,repression
1,467,activation
1,1745,activation
1,1430,activation
1,132,activation
1,448,activation
1,1911,activation
1,1932,activation
1,1958,activation
1,513,activation
1,3,repression
1,5,activation
1,7,activation
1,10,activation
1,11,activation
1,12,activation
1,13,activation
1,15,activation
1,16,activation
1,17,activation
1,18,activation
1,20,activation
1,22,activation
1,23,activation
1,24,activation
1,26,activation
1,28,activation
1,30,activation
1,33,activation
1,34,activation
1,35,activation
1,36,repression
1,37,activation
1,38,activation
1,40,activation
1,41,repression
1,42,activation
1,43,activation
1,45,activation
1,46,activation
1,47,activation
1,48,activation
1,49,activation
1,50,activation
1,51,activation
1,53,activation
1,56,repression
1,59,activation
1,60,repression
1,61,activation
1,63,activation
1,64,activation
1,65,activation
1,66,activation
1,67,activation
1,68,activation
1,72,activation
1,75,activation
1,78,activation
1,81,activation
1,82,repression
1,85,activation
1,86,activation
1,87,activation
1,88,activation
1,90,activation
1,92,activation
1,93,activation
1,94,activation
1,95,activation
1,98,activation
1,106,activation
1,107,activation
1,109,activation
1,112,activation
1,115,activation
1,116,repression
1,117,activation
1,118,activation
1,119,activation
1,120,activation
1,121,activation
1,123,activation
1,126,activation
1,127,activation
1,130,activation
1,131,activation
1,138,repression
1,139,activation
1,140,activation
1,141,activation
1,142,repression
1,143,repression
1,144,activation
1,147,activation
1,149,activation
1,152,activation
1,155,activation
1,156,activation
1,157,activation
1,159,activation
1,160,activation
1,162,repression
1,163,activation
1,166,repression
1,167,activation
1,169,repression
1,170,activation
1,171,activation
1,174,activation
1,176,activation
1,178,activation
1,181,activation
1,183,activation
1,189,repression
1,191,activation
1,192,activation
1,196,activation
1,201,activation
1,205,repression
1,206,activation
1,208,activation
1,209,activation
1,211,activation
1,213,activation
1,217,repression
1,218,activation
1,219,activation
1,221,activation
1,222,activation
1,227,activation
1,230,activation
1,231,activation
1,236,activation
1,238,activation
1,243,repression
1,246,activation
1,247,activation
1,250,activation
1,251,activation
1,252,activation
1,253,activation
1,255,activation
1,257,activation
1,258,activation
1,259,activation
1,261,activation
1,265,activation
1,269,activation
1,271,activation
1,272,activation
1,273,activation
1,274,activation
1,275,activation
1,277,activation
1,278,activation
1,281,repression
1,282,activation
1,286,activation
1,287,repression
1,289,activation
1,294,activation
1,296,repression
1,301,activation
1,303,activation
1,304,activation
1,308,activation
1,315,activation
1,316,activation
1,317,activation
1,319,activation
1,320,activation
1,324,activation
1,326,activation
1,328,activation
1,336,activation
1,337,activation
1,338,activation
1,340,activation
1,345,activation
1,346,repression
1,353,activation
1,354,activation
1,356,activation
1,357,activation
1,359,activation
1,360,activation
1,361,activation
1,363,activation
1,369,activation
1,370,activation
1,372,activation
1,374,activation
1,375,activation
1,376,repression
1,378,activation
1,383,activation
1,387,repression
1,394,activation
1,397,repression
1,400,activation
1,404,activation
1,408,activation
1,411,activation
1,414,activation
1,416,activation
1,422,activation
1,429,activation
1,430,activation
1,433,activation
1,435,activation
1,436,activation
1,438,activation
1,443,activation
1,445,activation
1,451,activation
1,452,activation
1,453,activation
1,454,activation
1,455,repression
1,456,activation
1,462,activation
1,464,activation
1,465,activation
1,468,repression
1,472,activation
1,473,activation
1,474,activation
1,476,activation
1,479,activation
1,482,activation
1,483,activation
1,487,activation
1,488,activation
1,490,activation
1,494,repression
1,496,activation
1,500,activation
1,504,activation
1,506,activation
1,507,activation
1,509,activation
1,510,repression
1,519,activation
1,524,activation
1,526,activation
1,527,activation
1,528,activation
1,529,activation
1,534,repression
1,539,activation
1,542,activation
1,544,activation
1,546,activation
1,549,activation
1,550,activation
1,553,activation
1,561,activation
1,568,activation
1,574,activation
1,580,activation
1,584,activation
1,587,activation
1,588,activation
1,590,activation
1,592,activation
1,595,activation
1,596,activation
1,600,activation
1,602,activation
1,604,activation
1,605,activation
