source,target,mode
0,1,activation
0,2,repression
0,0,activation
0,14,activation
0,8,activation
0,3,activation
0,5,activation
0,6,activation
0,7,activation
0,9,activation
0,10,activation
0,11,activation
0,12,repression
0,13,repression
0,15,activation
0,16,activation
0,17,activation
0,18,activation
0,21,repression
0,22,activation
0,23,activation
0,26,activation
0,29,activation
0,30,activation
0,31,activation
0,32,repression
0,34,activation
0,35,activation
0,36,activation
0,37,activation
0,38,activation
0,40,repression
0,41,activation
0,43,repression
0,44,activation
0,45,activation
0,47,activation
0,49,activation
0,52,repression
0,55,repression
0,57,activation
0,58,activation
0,59,repression
0,61,repression
0,62,repression
0,63,activation
0,64,repression
0,65,activation
0,66,activation
0,68,activation
0,69,repression
0,72,repression
0,74,activation
0,75,repression
0,76,activation
0,78,activation
0,79,repression
0,82,activation
0,83,repression
0,87,activation
0,88,activation
0,89,repression
0,91,activation
0,92,activation
0,93,activation
0,95,activation
0,96,repression
0,98,activation
0,99,activation
0,100,activation
0,101,activation
0,102,repression
0,104,repression
0,106,activation
0,107,activation
0,108,repression
0,109,activation
0,110,repression
0,111,repression
0,112,activation
0,113,activation
0,114,activation
0,115,activation
0,117,activation
0,123,repression
0,124,activation
0,126,repression
0,127,activation
0,128,activation
0,129,activation
0,131,activation
0,132,repression
0,133,activation
0,136,repression
0,137,activation
0,138,activation
0,140,activation
0,142,repression
0,143,activation
0,144,repression
0,145,activation
0,147,activation
0,148,activation
0,149,activation
0,150,repression
0,151,activation
0,154,repression
0,155,activation
0,156,activation
0,159,repression
0,160,activation
0,161,activation
0,164,activation
0,166,repression
0,168,repression
0,169,activation
0,171,activation
0,175,activation
0,176,activation
0,177,activation
0,179,activation
0,180,activation
0,181,repression
0,189,activation
0,191,activation
0,192,activation
0,196,repression
0,197,activation
0,198,activation
0,200,activation
0,202,activation
0,204,activation
0,205,activation
0,206,activation
0,210,activation
0,211,activation
0,213,activation
0,217,repression
0,221,activation
0,222,activation
0,225,activation
0,226,activation
0,231,repression
0,236,activation
0,238,activation
0,240,activation
0,242,activation
0,243,activation
0,244,activation
0,245,activation
0,247,activation
0,249,activation
0,250,activation
0,254,repression
0,259,repression
0,268,activation
0,269,repression
0,277,activation
0,282,activation
0,283,activation
0,284,activation
0,286,activation
0,288,repression
0,292,repression
0,293,activation
0,296,activation
0,297,activation
0,298,activation
0,299,activation
0,300,activation
0,302,activation
0,303,activation
0,304,activation
0,308,activation
0,310,activation
0,311,activation
0,315,activation
0,321,activation
0,324,activation
0,327,activation
0,330,activation
0,333,repression
0,334,activation
0,337,activation
0,338,activation
0,341,activation
0,343,activation
0,351,activation
0,354,activation
0,356,activation
0,359,repression
0,362,activation
0,363,activation
0,364,activation
0,365,activation
0,366,activation
0,367,activation
0,369,activation
0,370,activation
0,373,activation
0,375,activation
0,377,activation
0,381,activation
0,384,activation
0,393,activation
0,394,activation
0,397,activation
0,400,repression
0,401,activation
0,403,activation
0,404,activation
0,405,activation
0,406,activation
0,407,activation
0,416,activation
0,417,activation
0,419,activation
0,420,activation
0,422,activation
0,423,repression
0,424,activation
0,425,activation
0,430,activation
0,431,activation
0,433,repression
0,434,activation
0,435,activation
0,436,activation
0,437,activation
0,440,activation
0,442,repression
0,444,activation
0,446,activation
0,447,activation
0,449,repression
0,450,activation
0,451,activation
0,453,activation
0,455,activation
0,456,activation
0,459,activation
0,462,activation
0,463,activation
0,464,activation
0,466,repression
0,468,activation
0,469,activation
0,471,activation
0,473,activation
0,477,activation
0,481,activation
0,483,activation
0,486,activation
0,489,activation
0,491,activation
0,492,repression
0,494,repression
0,496,activation
0,497,repression
0,503,activation
0,504,activation
0,506,activation
0,507,activation
0,509,activation
0,515,activation
0,516,activation
0,517,repression
0,523,repression
0,531,activation
0,532,repression
0,535,activation
0,536,activation
0,537,activation
0,539,repression
0,541,repression
0,543,activation
0,549,activation
0,550,activation
0,551,activation
0,553,activation
0,554,activation
0,556,activation
0,559,activation
0,560,repression
0,562,activation
0,565,activation
0,566,repression
0,567,repression
0,568,activation
0,570,activation
0,573,activation
0,577,activation
0,585,activation
0,587,activation
0,589,repression
0,591,activation
0,595,activation
0,596,activation
0,602,activation
0,604,activation
0,605,activation
0,608,activation
0,611,repression
0,615,activation
0,618,activation
0,628,activation
0,636,activation
0,637,activation
0,641,repression
0,651,activation
0,653,activation
0,654,activation
0,659,activation
0,661,activation
0,662,activation
0,666,activation
0,668,activation
0,669,activation
0,674,activation
0,675,activation
0,676,activation
0,680,activation
0,683,repression
0,686,activation
0,691,activation
0,692,repression
0,693,activation
0,694,activation
0,701,activation
0,702,activation
0,703,activation
0,704,activation
0,711,repression
0,716,activation
0,723,activation
0,725,repression
0,730,activation
0,737,repression
0,742,activation
0,746,activation
0,749,activation
0,752,repression
0,754,repression
0,755,activation
0,761,activation
0,764,repression
0,767,repression
0,768,activation
0,770,activation
0,774,activation
0,775,activation
0,779,activation
0,780,activation
0,784,repression
0,790,repression
0,793,repression
0,797,repression
0,798,repression
0,800,activation
0,803,repression
0,805,activation
0,810,activation
0,818,repression
0,820,repression
0,822,activation
0,826,activation
0,827,activation
0,830,repression
0,832,repression
0,834,activation
0,835,activation
0,836,activation
0,841,activation
0,842,activation
0,843,activation
0,844,activation
0,846,activation
0,847,repression
0,851,activation
0,854,activation
0,855,repression
0,862,activation
0,864,repression
0,866,activation
0,867,activation
0,871,activation
0,878,activation
0,879,activation
0,881,activation
0,882,activation
0,886,activation
0,888,activation
0,889,activation
0,890,activation
0,891,activation
0,903,repression
0,904,repression
0,905,activation
0,907,activation
0,909,activation
0,917,activation
0,918,activation
0,920,repression
0,924,activation
0,926,activation
0,931,activation
0,932,activation
0,937,repression
0,938,activation
0,939,activation
