source,target,mode
0,1,repression
0,0,repression
0,2,repression
0,61,activation
0,21,repression
0,221,activation
0,393,repression
0,410,repression
0,451,repression
0,379,activation
0,294,repression
0,805,repression
0,53,activation
0,1234,repression
0,468,repression
0,1391,repression
0,1176,activation
0,1825,repression
0,3,repression
0,4,repression
0,5,activation
0,6,repression
0,7,activation
0,8,repression
0,9,repression
0,10,activation
0,11,repression
0,12,repression
0,14,repression
0,15,repression
0,16,repression
0,17,activation
0,18,repression
0,19,repression
0,20,repression
0,22,repression
0,23,repression
0,24,repression
0,25,repression
0,26,activation
0,27,activation
0,29,repression
0,30,activation
0,31,repression
0,32,activation
0,34,repression
0,35,repression
0,36,repression
0,37,repression
0,38,repression
0,39,repression
0,42,repression
0,45,repression
0,46,repression
0,48,activation
0,50,repression
0,54,repression
0,55,activation
0,56,repression
0,57,activation
0,59,activation
0,60,repression
0,62,repression
0,63,repression
0,64,repression
0,65,repression
0,67,repression
0,68,repression
0,69,repression
0,70,repression
0,71,repression
0,72,activation
0,73,repression
0,74,repression
0,75,repression
0,76,repression
0,77,repression
0,78,activation
0,79,activation
0,80,repression
0,81,activation
0,82,repression
0,83,repression
0,84,repression
0,85,repression
0,87,activation
0,88,repression
0,89,activation
0,91,repression
0,92,activation
0,93,activation
0,94,repression
0,95,repression
0,96,repression
0,97,repression
0,98,activation
0,99,activation
0,100,repression
0,101,activation
0,103,repression
0,104,activation
0,105,repression
0,107,repression
0,108,repression
0,109,activation
0,111,repression
0,112,activation
0,113,repression
0,116,activation
0,117,repression
0,118,activation
0,119,repression
0,120,repression
0,122,repression
0,123,repression
0,124,repression
0,126,activation
0,127,repression
0,128,activation
0,129,repression
0,130,repression
0,131,repression
0,132,activation
0,134,activation
0,135,repression
0,136,repression
0,137,activation
0,138,repression
0,139,activation
0,140,repression
0,141,repression
0,144,activation
0,145,repression
0,146,repression
0,147,repression
0,149,repression
0,150,activation
0,151,repression
0,152,repression
0,153,repression
0,154,repression
0,155,repression
0,157,repression
0,158,activation
0,159,repression
0,161,activation
0,163,repression
0,164,repression
0,166,repression
0,167,activation
0,169,activation
0,171,repression
0,172,activation
0,173,repression
0,174,repression
0,175,activation
0,176,repression
0,178,repression
0,180,repression
0,182,repression
0,183,activation
0,184,repression
0,186,repression
0,187,repression
0,188,repression
0,189,repression
0,190,repression
0,191,repression
0,193,repression
0,194,activation
0,195,repression
0,196,activation
0,197,activation
0,199,repression
0,200,activation
0,201,repression
0,202,repression
0,203,activation
0,204,repression
0,205,repression
0,206,repression
0,208,repression
0,209,repression
0,210,activation
0,211,repression
0,213,repression
0,214,activation
0,215,activation
0,216,repression
0,217,repression
0,218,activation
0,219,repression
0,220,activation
0,223,activation
0,225,activation
0,229,repression
0,231,repression
0,232,repression
0,233,repression
0,234,repression
0,235,repression
0,236,repression
0,237,repression
0,239,repression
0,240,repression
0,241,repression
0,243,repression
0,245,repression
0,246,repression
0,247,activation
0,248,activation
0,249,repression
0,251,repression
0,252,activation
0,254,repression
0,256,activation
0,257,activation
0,258,activation
0,260,activation
0,261,repression
0,263,repression
0,265,repression
0,266,repression
0,267,repression
0,268,activation
0,269,repression
0,270,activation
0,272,activation
0,273,repression
0,275,activation
0,277,repression
0,280,repression
0,282,repression
0,283,activation
0,284,repression
0,285,repression
0,286,activation
0,287,repression
0,288,activation
0,292,activation
0,293,repression
0,296,repression
0,298,activation
0,299,activation
0,301,repression
0,302,repression
0,303,repression
0,306,repression
0,307,repression
0,308,repression
0,310,activation
0,312,repression
0,314,activation
0,315,repression
0,316,repression
0,317,repression
0,318,repression
0,319,activation
0,321,repression
0,322,activation
0,325,repression
0,326,repression
0,327,activation
0,328,repression
