source,target,mode
0,1,activation
0,2,activation
0,4,repression
0,25,activation
0,28,activation
0,18,activation
0,51,activation
0,14,activation
0,63,activation
0,27,activation
0,0,activation
0,116,activation
0,126,activation
0,133,activation
0,142,activation
0,21,activation
0,180,activation
0,220,activation
0,240,activation
0,388,activation
0,89,activation
0,406,activation
0,163,activation
0,54,activation
0,195,activation
0,210,activation
0,42,activation
0,613,activation
0,211,activation
0,20,activation
0,715,activation
0,105,activation
0,108,activation
0,790,activation
0,255,activation
0,881,activation
0,775,activation
0,781,activation
0,937,repression
0,1056,activation
0,1094,activation
0,506,activation
0,1137,repression
0,113,activation
0,181,activation
0,347,activation
0,882,repression
0,290,activation
0,340,repression
0,93,activation
0,1341,repression
0,697,activation
0,1439,activation
0,313,activation
0,1487,repression
0,147,activation
0,466,activation
0,1652,activation
0,1690,activation
0,1546,activation
0,216,activation
0,1887,activation
0,1932,activation
0,3,activation
0,5,activation
0,8,activation
0,10,activation
0,11,repression
0,13,activation
0,22,activation
0,31,activation
0,32,repression
0,37,activation
0,38,repression
0,43,activation
0,44,activation
0,45,activation
0,48,activation
0,52,activation
0,53,activation
0,56,activation
0,62,activation
0,66,activation
0,70,repression
0,72,activation
0,73,activation
0,78,activation
0,82,activation
0,83,activation
0,84,activation
0,94,activation
0,96,activation
0,97,activation
0,102,activation
0,104,activation
0,114,activation
0,115,activation
0,119,activation
0,120,activation
0,121,activation
0,123,activation
0,125,activation
0,128,activation
0,137,activation
0,138,activation
0,140,repression
0,144,activation
0,148,activation
0,150,activation
0,155,activation
0,160,activation
0,164,activation
0,176,activation
0,182,activation
0,183,repression
0,186,activation
0,212,repression
0,217,repression
0,219,activation
0,223,activation
0,227,activation
0,232,repression
0,235,activation
0,237,activation
0,241,activation
0,264,activation
0,268,activation
0,276,activation
0,288,activation
0,303,activation
0,311,activation
0,312,repression
0,316,activation
0,317,activation
0,355,activation
0,356,activation
0,357,activation
0,372,activation
0,376,activation
0,380,activation
0,382,activation
0,393,activation
0,399,activation
0,404,activation
0,409,activation
0,413,activation
0,415,activation
0,423,activation
0,426,activation
0,440,activation
0,497,activation
0,501,activation
0,514,activation
0,527,activation
0,528,repression
0,550,activation
0,552,activation
0,556,activation
0,583,activation
0,590,activation
0,608,activation
0,617,activation
0,618,activation
0,626,activation
0,634,activation
0,651,activation
0,654,activation
0,659,activation
0,663,activation
0,668,activation
0,671,activation
0,673,activation
0,695,activation
0,703,activation
0,710,activation
0,723,activation
0,728,activation
0,734,activation
0,740,activation
0,747,activation
0,757,activation
0,765,activation
0,773,activation
0,787,activation
0,798,activation
0,801,activation
0,857,activation
0,861,activation
0,863,activation
0,867,activation
0,891,activation
0,904,activation
0,915,repression
0,936,repression
0,948,activation
0,949,activation
0,1019,activation
0,1030,activation
0,1055,activation
0,1059,activation
0,1069,activation
0,1071,activation
0,1114,activation
0,1116,activation
0,1120,activation
0,1133,activation
0,1136,activation
0,1141,activation
0,1142,activation
0,1146,activation
0,1149,repression
0,1155,activation
0,1169,activation
0,1185,activation
0,1239,activation
0,1257,activation
0,1268,activation
0,1300,activation
0,1306,activation
0,1318,activation
0,1376,activation
0,1397,repression
0,1421,activation
0,1425,activation
0,1441,activation
0,1455,activation
0,1456,activation
0,1457,activation
0,1569,activation
0,1588,activation
0,1590,activation
0,1646,repression
0,1651,activation
0,1668,activation
0,1681,activation
0,1692,activation
0,1705,activation
0,1715,activation
0,1722,activation
0,1731,activation
0,1740,repression
0,1761,activation
0,1765,activation
0,1802,activation
0,1805,activation
0,1808,activation
0,1815,activation
0,1844,activation
0,1845,activation
0,1867,activation
0,1879,activation
0,1893,activation
0,1920,activation
0,1958,activation
1,2,repression
1,18,activation
1,21,repression
1,14,repression
1,59,repression
1,1,repression
1,4,repression
1,51,repression
1,211,repression
1,169,repression
1,242,repression
1,295,repression
1,93,repression
1,27,activation
1,238,repression
1,88,activation
1,577,activation
1,786,repression
1,42,repression
1,506,repression
1,1001,activation
1,385,repression
1,124,activation
1,310,repression
1,105,activation
1,458,repression
1,260,repression
1,1555,repression
1,54,repression
1,1184,repression
1,397,repression
1,1825,activation
1,637,repression
1,1914,repression
1,1990,repression
1,3,repression
1,5,repression
1,6,repression
1,7,repression
1,8,repression
1,9,repression
1,11,repression
1,13,activation
1,19,repression
1,22,repression
1,24,activation
1,26,repression
1,32,activation
1,41,repression
1,43,repression
1,45,repression
1,46,repression
1,47,repression
1,48,repression
1,49,repression
1,53,repression
1,55,repression
1,56,repression
1,57,repression
1,61,repression
1,65,repression
1,69,repression
1,82,repression
1,87,activation
1,91,repression
1,92,repression
1,95,repression
1,96,repression
1,102,repression
1,110,activation
1,111,repression
1,116,repression
1,118,activation
1,120,repression
1,121,repression
1,123,repression
1,131,activation
1,135,repression
1,152,repression
1,153,repression
1,154,repression
1,155,repression
1,164,activation
1,166,repression
1,171,repression
1,178,repression
1,184,activation
1,200,activation
1,208,repression
1,215,activation
1,227,repression
1,234,repression
1,241,repression
1,243,repression
1,245,repression
1,248,activation
1,249,repression
1,250,repression
1,253,repression
1,261,activation
1,269,activation
1,270,repression
1,274,repression
1,297,repression
1,303,activation
1,305,activation
1,308,activation
1,309,activation
1,311,repression
1,312,repression
1,321,repression
1,333,activation
1,356,activation
1,364,repression
1,367,repression
1,374,repression
