source,target,mode
0,1,repression
0,2,repression
0,0,repression
0,13,activation
0,8,activation
0,17,activation
0,19,repression
0,36,activation
0,76,repression
0,95,repression
0,16,activation
0,104,repression
0,118,activation
0,32,repression
0,121,activation
0,171,repression
0,176,repression
0,203,repression
0,25,activation
0,158,activation
0,132,repression
0,414,repression
0,486,repression
0,172,activation
0,558,repression
0,355,repression
0,643,activation
0,650,repression
0,678,activation
0,762,repression
0,420,repression
0,273,repression
0,906,repression
0,942,repression
0,1035,repression
0,599,repression
0,1088,repression
0,1113,activation
0,1127,repression
0,1057,repression
0,1158,repression
0,1195,repression
0,161,repression
0,348,repression
0,1292,activation
0,1333,activation
0,1393,repression
0,44,repression
0,878,repression
0,1582,activation
0,1609,repression
0,1659,repression
0,477,activation
0,1304,activation
0,1253,repression
0,1871,repression
0,308,activation
0,3,repression
0,11,activation
0,18,activation
0,23,repression
0,26,repression
0,27,activation
0,31,activation
0,41,repression
0,47,repression
0,48,activation
0,52,repression
0,53,activation
0,55,activation
0,62,repression
0,68,activation
0,69,activation
0,73,activation
0,78,repression
0,81,repression
0,84,repression
0,86,activation
0,89,repression
0,91,repression
0,94,repression
0,98,activation
0,100,repression
0,109,repression
0,111,repression
0,113,repression
0,119,repression
0,123,activation
0,137,repression
0,146,repression
0,159,repression
0,168,repression
0,175,repression
0,181,activation
0,184,activation
0,185,repression
0,187,repression
0,197,repression
0,202,repression
0,221,repression
0,227,repression
0,231,activation
0,251,repression
0,252,repression
0,260,activation
0,261,activation
0,266,repression
0,269,activation
0,270,repression
0,281,repression
0,285,repression
0,287,repression
0,290,activation
0,311,repression
0,314,activation
0,316,activation
0,320,repression
0,322,activation
0,338,repression
0,339,repression
0,343,repression
0,345,repression
0,364,activation
0,366,repression
0,387,activation
0,391,repression
0,393,activation
0,401,activation
0,409,activation
0,423,repression
0,428,repression
0,435,activation
0,459,repression
0,463,repression
0,467,repression
0,468,repression
0,478,repression
0,480,activation
0,482,repression
0,488,repression
0,500,repression
0,502,activation
0,504,repression
0,511,activation
0,524,repression
0,530,repression
0,540,repression
0,547,repression
0,553,repression
0,562,repression
0,563,repression
0,568,activation
0,570,repression
0,580,repression
0,586,repression
0,598,repression
0,616,activation
0,624,activation
0,630,activation
0,633,activation
0,639,repression
0,663,activation
0,671,repression
0,681,repression
0,688,activation
0,690,repression
0,695,activation
0,711,repression
0,720,activation
0,721,repression
0,739,repression
0,743,repression
0,754,repression
0,758,repression
0,763,activation
0,764,repression
0,793,activation
0,803,repression
0,804,repression
0,813,repression
0,824,repression
0,839,repression
0,842,repression
0,845,repression
0,850,activation
0,856,activation
0,864,activation
0,872,repression
0,876,repression
0,888,repression
0,894,repression
0,896,activation
0,916,activation
0,939,repression
0,965,repression
0,974,repression
0,1005,activation
0,1020,repression
0,1027,activation
0,1043,repression
0,1095,repression
0,1110,repression
0,1121,repression
0,1145,repression
0,1170,activation
0,1187,repression
0,1197,repression
0,1199,activation
0,1200,repression
0,1207,repression
0,1210,activation
