source,target,mode
0,1,activation
0,0,activation
0,12,activation
0,4,activation
0,28,activation
0,29,activation
0,34,activation
0,31,repression
0,26,repression
0,54,activation
0,184,activation
0,250,activation
0,264,activation
0,271,activation
0,213,activation
0,292,activation
0,362,activation
0,78,activation
0,2,activation
0,280,activation
0,165,activation
0,103,repression
0,611,activation
0,646,activation
0,653,activation
0,661,activation
0,686,activation
0,23,activation
0,940,activation
0,947,activation
0,205,repression
0,1126,activation
0,1233,repression
0,1313,activation
0,1358,repression
0,71,activation
0,91,repression
0,1518,repression
0,15,activation
0,1761,activation
0,941,activation
0,1037,activation
0,1916,activation
0,3,repression
0,5,activation
0,6,activation
0,7,activation
0,8,activation
0,9,activation
0,10,activation
0,11,repression
0,13,activation
0,16,repression
0,17,activation
0,18,repression
0,20,activation
0,21,activation
0,22,activation
0,24,repression
0,25,activation
0,27,activation
0,30,activation
0,33,activation
0,35,repression
0,36,activation
0,37,activation
0,38,activation
0,39,activation
0,40,activation
0,43,activation
0,44,repression
0,45,activation
0,46,activation
0,47,repression
0,48,activation
0,49,activation
0,55,activation
0,58,activation
0,59,activation
0,60,activation
0,61,repression
0,63,activation
0,64,repression
0,65,activation
0,66,activation
0,67,activation
0,68,activation
0,69,activation
0,70,activation
0,72,activation
0,73,repression
0,74,activation
0,76,activation
0,79,activation
0,80,repression
0,81,activation
0,82,activation
0,84,activation
0,86,activation
0,87,activation
0,89,activation
0,92,repression
0,94,activation
0,95,activation
0,96,repression
0,97,activation
0,98,activation
0,99,activation
0,100,repression
0,102,activation
0,104,activation
0,105,activation
0,106,repression
0,107,activation
0,108,repression
0,109,activation
0,115,repression
0,117,repression
0,118,repression
0,119,activation
0,120,activation
0,121,activation
0,122,activation
0,123,repression
0,125,activation
0,126,repression
0,127,activation
0,128,activation
0,129,repression
0,130,activation
0,131,activation
0,134,repression
0,136,activation
0,137,activation
0,139,activation
0,142,activation
0,143,repression
0,144,repression
0,146,activation
0,148,activation
0,149,activation
0,150,activation
0,157,activation
0,159,activation
0,160,repression
0,162,activation
0,163,repression
0,164,activation
0,168,activation
0,170,repression
0,172,activation
0,174,activation
0,176,activation
0,177,activation
0,179,activation
0,180,activation
0,188,activation
0,193,repression
0,194,activation
0,197,activation
0,200,activation
0,202,activation
0,204,activation
0,208,activation
0,210,activation
0,211,activation
0,214,activation
0,215,activation
0,216,activation
0,219,activation
0,222,activation
0,224,activation
0,226,activation
0,227,activation
0,231,activation
0,233,activation
0,234,activation
0,235,activation
0,236,activation
0,237,repression
0,240,activation
0,244,activation
0,245,activation
0,246,activation
0,249,repression
0,252,activation
0,253,activation
0,255,activation
0,257,activation
0,258,repression
0,260,repression
0,261,activation
0,266,activation
0,268,activation
0,270,activation
0,272,activation
0,273,activation
0,274,activation
0,275,activation
0,276,activation
0,281,activation
0,282,activation
0,284,activation
0,290,repression
0,291,repression
0,295,repression
0,299,activation
0,302,activation
0,304,activation
0,306,activation
0,308,activation
0,311,repression
0,312,repression
0,313,activation
0,317,activation
0,320,repression
0,321,activation
0,322,activation
0,323,repression
0,324,activation
0,325,activation
0,327,activation
0,333,activation
0,334,activation
0,335,activation
0,336,activation
0,337,activation
0,339,activation
0,340,repression
0,341,activation
0,343,activation
0,346,repression
0,348,activation
0,351,activation
0,352,activation
0,353,activation
0,357,activation
0,358,activation
0,361,repression
0,366,activation
0,374,activation
0,376,activation
0,377,repression
0,378,activation
0,380,repression
0,381,activation
0,382,activation
0,384,activation
0,385,activation
0,386,activation
0,387,activation
0,388,activation
0,389,repression
0,391,activation
0,393,repression
0,394,activation
0,395,activation
0,397,activation
0,398,activation
0,399,repression
0,402,activation
0,403,activation
0,404,activation
0,405,activation
0,420,activation
0,428,activation
0,430,activation
0,435,activation
0,439,activation
0,444,activation
0,447,activation
0,448,activation
0,453,activation
0,454,repression
0,455,activation
0,457,activation
0,461,repression
0,463,activation
0,467,repression
0,468,repression
0,473,activation
0,476,activation
0,477,repression
0,478,activation
0,479,activation
0,480,activation
0,489,activation
0,490,activation
0,494,activation
0,498,activation
0,499,activation
0,500,activation
0,505,repression
0,506,activation
0,510,repression
0,511,activation
0,512,activation
0,514,activation
0,522,activation
0,526,repression
0,530,activation
0,532,activation
0,533,activation
0,535,repression
0,537,activation
0,541,activation
0,542,activation
0,543,activation
0,544,activation
0,545,activation
0,547,repression
0,548,activation
0,550,activation
0,554,repression
0,558,repression
0,562,activation
0,566,activation
0,567,activation
0,568,repression
0,570,activation
0,572,activation
0,574,activation
0,576,activation
0,578,activation
0,579,activation
0,580,activation
0,581,activation
0,589,repression
0,590,repression
0,591,repression
0,595,activation
0,597,activation
0,601,activation
0,606,repression
0,608,activation
0,609,activation
0,615,activation
0,622,repression
0,626,repression
0,627,activation
0,630,repression
0,632,repression
0,635,activation
0,636,activation
0,639,activation
0,642,activation
0,643,repression
0,644,repression
0,648,activation
0,651,activation
0,652,activation
0,665,activation
0,666,activation
0,672,activation
0,677,activation
0,679,activation
0,680,activation
0,682,activation
0,684,activation
0,688,activation
0,689,repression
0,690,repression
0,691,repression
0,692,activation
0,693,repression
0,694,activation
0,696,activation
0,700,activation
0,701,repression
0,702,activation
0,704,activation
0,706,activation
0,710,activation
0,714,activation
0,717,activation
0,718,activation
0,720,activation
0,722,activation
0,724,activation
0,729,repression
0,732,activation
0,734,activation
0,736,activation
0,741,activation
0,747,activation
0,751,activation
0,752,activation
0,753,activation
0,758,activation
0,761,activation
0,763,activation
0,765,activation
0,768,activation
0,769,activation
0,770,activation
0,771,repression
0,773,activation
0,775,activation
0,777,repression
0,779,activation
0,781,repression
0,785,activation
0,787,activation
0,788,activation
0,791,activation
0,795,activation
0,798,activation
0,800,activation
0,804,activation
0,805,activation
0,811,activation
0,812,activation
0,814,repression
0,816,activation
0,817,activation
0,818,activation
0,823,activation
0,827,activation
0,828,activation
0,829,activation
0,834,activation
0,836,activation
0,837,activation
0,838,activation
0,840,activation
0,843,activation
0,844,activation
0,846,activation
0,847,activation
0,848,activation
0,849,activation
0,852,activation
0,853,activation
0,854,repression
0,856,activation
0,858,activation
0,859,repression
0,861,activation
0,867,activation
0,877,activation
0,878,activation
0,879,repression
0,881,activation
0,888,activation
0,891,activation
0,893,activation
0,894,activation
0,904,activation
0,908,activation
0,910,repression
0,911,activation
0,914,activation
0,922,repression
0,925,activation
0,926,repression
0,929,activation
0,930,activation
0,932,repression
0,933,activation
0,935,repression
0,943,repression
0,944,repression
0,954,activation
0,964,activation
0,967,repression
0,972,repression
0,973,repression
0,975,activation
0,976,activation
0,979,activation
0,980,activation
0,982,activation
0,983,activation
0,992,repression
0,993,activation
0,996,activation
0,1000,activation
0,1004,repression
0,1008,activation
0,1010,activation
0,1014,activation
0,1016,activation
0,1017,activation
0,1021,repression
0,1022,activation
0,1023,activation
0,1027,activation
0,1031,activation
0,1032,activation
0,1036,activation
0,1038,activation
0,1039,activation
0,1042,repression
0,1044,activation
0,1047,activation
0,1050,activation
0,1052,repression
0,1053,activation
0,1054,repression
0,1061,activation
0,1064,repression
0,1066,activation
0,1072,repression
0,1081,activation
0,1083,activation
0,1094,activation
0,1097,repression
0,1107,activation
0,1108,activation
0,1109,activation
0,1112,activation
0,1115,activation
0,1119,repression
0,1125,activation
0,1127,repression
0,1130,activation
0,1131,repression
0,1132,activation
0,1140,repression
0,1146,repression
0,1152,activation
0,1154,repression
0,1156,activation
0,1162,activation
0,1169,activation
0,1177,activation
0,1178,activation
0,1179,activation
0,1181,activation
0,1188,repression
0,1189,repression
0,1196,activation
0,1201,repression
0,1203,repression
0,1209,activation
0,1211,activation
0,1214,repression
0,1217,activation
0,1218,activation
0,1220,activation
0,1221,activation
0,1230,activation
0,1232,activation
0,1246,activation
0,1247,activation
0,1251,activation
0,1252,activation
0,1256,repression
0,1259,activation
0,1261,repression
0,1267,repression
0,1270,activation
0,1271,activation
0,1277,activation
0,1283,activation
0,1286,activation
0,1293,activation
0,1295,activation
0,1296,repression
0,1302,activation
0,1303,activation
0,1304,activation
0,1306,activation
0,1307,activation
0,1312,activation
0,1321,activation
0,1324,activation
0,1325,activation
0,1326,activation
0,1331,repression
0,1333,activation
0,1341,activation
0,1343,activation
0,1354,activation
0,1360,activation
0,1363,activation
0,1364,activation
0,1365,repression
0,1366,activation
0,1367,activation
0,1373,repression
0,1374,activation
0,1381,activation
0,1382,repression
0,1386,repression
0,1393,activation
0,1398,activation
0,1403,activation
0,1413,repression
0,1414,repression
0,1423,activation
0,1431,repression
0,1434,activation
0,1438,activation
0,1441,activation
0,1448,activation
0,1450,activation
0,1452,activation
0,1459,activation
0,1462,activation
0,1469,activation
0,1471,activation
0,1477,activation
0,1480,activation
0,1489,activation
0,1493,repression
0,1495,activation
0,1497,activation
0,1499,activation
0,1503,repression
0,1504,activation
0,1506,repression
0,1508,activation
0,1509,repression
0,1524,activation
0,1525,activation
0,1527,repression
0,1528,repression
0,1529,activation
0,1530,activation
0,1531,activation
0,1532,activation
0,1538,activation
0,1545,activation
0,1546,repression
0,1554,repression
0,1565,activation
0,1569,activation
0,1574,repression
0,1575,repression
0,1582,activation
0,1587,activation
0,1595,activation
0,1596,activation
0,1597,activation
0,1600,activation
0,1605,activation
0,1614,repression
0,1615,activation
0,1624,activation
0,1625,activation
0,1630,activation
0,1631,activation
0,1633,activation
0,1650,activation
0,1651,activation
0,1653,activation
0,1655,activation
0,1656,activation
0,1658,activation
0,1661,activation
0,1662,activation
0,1678,activation
0,1679,activation
0,1682,activation
0,1685,activation
0,1686,activation
0,1703,activation
0,1711,activation
0,1712,repression
0,1719,activation
0,1722,repression
0,1725,repression
0,1731,repression
0,1733,repression
0,1735,activation
0,1740,activation
0,1759,activation
0,1771,activation
0,1773,activation
0,1774,activation
0,1776,activation
0,1777,activation
0,1778,activation
0,1784,activation
0,1787,activation
0,1790,activation
0,1803,activation
0,1810,activation
0,1814,activation
0,1824,activation
0,1830,activation
0,1831,activation
0,1836,repression
0,1841,activation
0,1850,activation
0,1855,activation
0,1861,repression
0,1866,activation
0,1867,repression
0,1869,activation
0,1870,activation
0,1877,activation
0,1878,activation
0,1884,repression
0,1893,repression
0,1896,activation
0,1901,activation
0,1910,activation
0,1912,activation
0,1913,activation
0,1918,activation
0,1923,repression
0,1924,repression
0,1928,activation
0,1929,activation
0,1930,activation
0,1932,activation
0,1936,activation
0,1938,activation
0,1939,activation
0,1944,activation
0,1961,activation
0,1962,activation
0,1963,repression
0,1973,activation
0,1974,activation
0,1980,activation
0,1983,activation
0,1988,activation
0,1990,activation
0,1997,activation
1,2,repression
1,1,repression
1,4,repression
1,12,activation
1,57,activation
1,23,repression
1,26,repression
1,151,repression
1,78,repression
1,138,activation
1,307,repression
1,370,repression
1,71,activation
1,427,repression
1,15,repression
1,165,activation
1,569,activation
1,603,activation
1,51,repression
1,662,activation
1,189,activation
1,743,repression
1,62,repression
1,34,repression
1,796,repression
1,103,repression
1,362,repression
1,167,activation
1,1088,repression
1,32,repression
1,1157,activation
1,1187,activation
1,1210,repression
1,1288,repression
1,1395,repression
1,1770,repression
1,1839,activation
1,54,repression
1,1943,activation
1,3,activation
1,5,activation
1,6,repression
1,7,repression
1,8,repression
1,9,repression
1,10,activation
1,11,repression
1,17,repression
1,18,activation
1,21,activation
1,22,activation
1,25,repression
1,35,repression
1,37,activation
1,38,repression
1,43,activation
1,44,repression
1,47,activation
1,49,repression
1,61,activation
1,63,activation
1,64,repression
1,65,activation
1,67,repression
1,68,repression
1,69,repression
1,72,repression
1,74,repression
1,76,activation
1,79,activation
1,84,repression
1,85,repression
1,89,repression
1,92,activation
1,96,repression
1,98,activation
1,99,repression
1,100,repression
1,101,repression
1,107,repression
1,108,activation
1,112,repression
1,113,repression
1,118,repression
1,119,repression
1,120,repression
1,128,repression
1,132,repression
1,133,repression
1,134,repression
1,135,repression
1,140,repression
1,142,repression
1,144,repression
1,145,repression
1,146,activation
1,147,repression
1,153,repression
1,159,repression
1,160,activation
1,164,activation
1,170,repression
1,172,repression
1,176,repression
1,181,repression
1,183,activation
1,187,repression
1,188,activation
1,193,repression
1,198,repression
1,199,repression
1,202,repression
1,214,activation
1,216,activation
1,217,activation
1,219,repression
1,222,activation
1,227,repression
1,229,activation
1,235,activation
1,236,repression
1,242,repression
1,245,repression
1,247,repression
1,248,activation
1,249,activation
1,251,activation
1,254,activation
1,255,repression
1,258,repression
1,260,repression
1,261,repression
1,272,repression
1,274,repression
1,277,repression
1,279,repression
1,283,activation
1,285,repression
1,296,activation
1,297,repression
1,299,repression
1,316,activation
1,317,repression
1,318,repression
1,320,repression
1,324,repression
1,333,repression
1,341,activation
1,342,repression
1,344,activation
1,346,repression
1,357,activation
1,358,activation
1,360,repression
1,371,activation
1,373,activation
1,376,activation
1,381,repression
1,387,activation
1,388,repression
1,389,activation
1,394,repression
1,397,repression
1,399,repression
1,413,repression
1,418,repression
1,421,repression
1,428,repression
1,434,activation
1,442,repression
1,445,repression
1,447,activation
1,448,repression
1,451,repression
1,453,repression
1,454,activation
1,460,activation
1,467,repression
1,468,repression
1,470,repression
1,480,repression
1,481,activation
1,486,repression
1,488,activation
1,489,repression
1,491,repression
1,496,activation
1,508,repression
1,512,repression
1,513,activation
1,516,activation
1,517,activation
1,524,repression
1,527,activation
1,530,repression
1,537,activation
1,539,repression
1,541,activation
1,547,activation
1,548,repression
1,551,repression
1,552,repression
1,563,activation
1,566,activation
1,579,repression
1,584,activation
1,585,repression
1,586,repression
1,589,repression
1,595,repression
1,604,activation
1,621,repression
1,632,activation
1,636,activation
1,638,activation
1,641,repression
1,647,activation
1,648,repression
1,650,activation
1,663,activation
1,670,repression
1,676,activation
1,678,repression
1,679,activation
1,694,repression
1,703,repression
1,713,repression
1,716,repression
1,717,repression
1,723,activation
1,727,repression
1,733,repression
1,737,repression
1,747,activation
1,748,repression
1,752,activation
1,753,activation
1,760,repression
1,762,repression
1,766,repression
1,767,repression
1,770,activation
1,772,repression
1,781,repression
1,804,repression
1,809,repression
1,813,repression
1,817,repression
1,819,activation
1,826,activation
1,827,repression
1,835,activation
1,839,activation
1,851,repression
1,853,repression
1,861,repression
1,862,repression
1,872,repression
1,876,repression
1,879,activation
1,882,repression
1,889,repression
1,896,activation
1,901,repression
1,923,repression
1,927,repression
1,934,repression
1,936,repression
1,937,repression
1,946,activation
1,958,activation
1,959,repression
1,978,activation
1,979,activation
1,980,activation
1,981,activation
1,989,activation
1,990,repression
1,991,repression
1,993,activation
1,1003,activation
1,1013,activation
1,1015,repression
1,1019,repression
1,1022,activation
1,1034,repression
1,1036,activation
