source,target,mode
0,1,activation
0,2,activation
0,58,activation
0,140,activation
0,45,activation
0,0,repression
0,484,activation
0,1317,activation
0,188,activation
0,41,activation
0,1580,activation
0,175,activation
0,48,activation
0,4,activation
0,5,activation
0,6,repression
0,7,repression
0,8,activation
0,9,activation
0,10,activation
0,11,repression
0,13,activation
0,15,activation
0,21,activation
0,22,activation
0,23,activation
0,26,activation
0,27,repression
0,28,activation
0,32,activation
0,36,activation
0,37,repression
0,38,activation
0,40,repression
0,42,activation
0,46,activation
0,49,activation
0,51,activation
0,56,activation
0,59,repression
0,62,activation
0,71,activation
0,72,activation
0,74,activation
0,76,activation
0,79,activation
0,80,activation
0,82,activation
0,84,repression
0,86,activation
0,87,activation
0,88,repression
0,93,activation
0,100,activation
0,101,activation
0,118,repression
0,121,activation
0,130,repression
0,148,activation
0,151,repression
0,156,activation
0,163,activation
0,166,activation
0,169,activation
0,173,activation
0,177,activation
0,178,activation
0,199,activation
0,234,activation
0,236,activation
0,239,activation
0,251,activation
0,253,repression
0,254,activation
0,258,activation
0,260,activation
0,261,repression
0,267,activation
0,270,repression
0,275,activation
0,279,repression
0,280,activation
0,291,repression
0,292,activation
0,295,repression
0,299,activation
0,300,activation
0,301,activation
0,303,activation
0,317,activation
0,323,activation
0,327,activation
0,332,activation
0,343,activation
0,360,activation
0,368,activation
0,375,activation
0,379,activation
0,380,activation
0,383,activation
0,384,activation
0,389,activation
0,394,activation
0,398,activation
0,400,activation
0,402,activation
0,405,repression
0,416,activation
0,417,activation
0,422,repression
0,426,repression
0,428,activation
0,430,activation
0,433,repression
0,439,activation
0,440,activation
0,442,activation
0,449,activation
0,455,repression
0,460,activation
0,461,activation
0,463,repression
0,469,activation
0,471,activation
0,485,activation
0,490,activation
0,491,activation
0,493,activation
0,497,activation
0,499,activation
0,503,activation
0,507,repression
0,514,activation
0,516,activation
0,530,activation
0,533,activation
0,538,activation
0,545,activation
0,547,activation
0,559,activation
0,564,repression
0,565,activation
0,568,activation
0,569,activation
0,571,activation
0,582,activation
0,586,activation
0,594,repression
0,595,activation
0,596,repression
0,602,activation
0,603,activation
0,613,activation
0,624,activation
0,642,activation
0,658,repression
0,662,activation
0,663,repression
0,664,activation
0,665,activation
0,666,activation
0,671,repression
0,673,repression
0,679,activation
0,694,activation
0,696,activation
0,701,activation
0,707,activation
0,713,activation
0,717,repression
0,719,activation
0,722,activation
0,731,activation
0,750,repression
0,754,activation
0,766,activation
0,792,activation
0,812,activation
0,843,activation
0,847,repression
0,852,activation
0,859,activation
0,865,activation
0,869,repression
0,882,activation
0,889,activation
0,892,repression
0,910,activation
0,925,activation
0,933,repression
0,940,activation
0,973,activation
0,977,activation
0,982,repression
0,986,activation
0,987,activation
0,1018,activation
0,1044,repression
0,1052,activation
0,1061,activation
0,1073,activation
0,1077,repression
0,1089,activation
0,1124,repression
0,1128,activation
0,1136,activation
0,1159,activation
0,1170,activation
0,1195,activation
0,1201,activation
0,1221,activation
0,1222,activation
0,1240,activation
0,1246,repression
0,1270,activation
0,1286,activation
0,1301,activation
0,1302,activation
0,1308,activation
0,1315,activation
0,1320,activation
0,1321,activation
0,1330,activation
0,1345,activation
0,1346,activation
0,1355,activation
0,1358,repression
0,1363,activation
0,1368,repression
0,1374,activation
0,1394,activation
0,1400,activation
0,1413,activation
0,1418,activation
0,1439,repression
0,1450,activation
0,1463,activation
0,1492,activation
0,1505,activation
0,1526,repression
0,1535,repression
0,1540,activation
0,1549,repression
0,1560,activation
0,1573,activation
0,1598,activation
0,1602,activation
0,1632,repression
0,1634,activation
0,1647,activation
0,1677,activation
0,1734,activation
0,1752,activation
0,1754,activation
0,1766,activation
0,1770,activation
0,1776,activation
0,1778,activation
0,1781,activation
0,1785,activation
0,1799,repression
0,1806,activation
0,1821,repression
0,1826,activation
0,1850,activation
0,1852,activation
0,1855,activation
0,1861,repression
0,1919,activation
0,1940,activation
0,1943,repression
0,1954,activation
0,1957,activation
0,1971,activation
0,1999,activation
1,2,activation
1,1,activation
1,44,repression
1,85,activation
1,114,activation
1,175,activation
1,211,activation
1,217,activation
1,58,repression
1,200,activation
1,117,activation
1,119,activation
1,387,activation
1,45,activation
1,525,activation
1,556,activation
1,140,activation
1,680,activation
1,724,activation
1,751,activation
1,577,repression
1,91,activation
1,1029,repression
1,356,repression
1,1088,repression
1,1122,activation
1,212,activation
1,524,repression
1,660,repression
1,763,activation
1,1405,activation
1,408,activation
1,1547,repression
1,1569,activation
1,1601,activation
1,1690,activation
1,1895,activation
1,423,activation
1,1989,activation
1,3,repression
1,4,activation
1,5,activation
1,6,activation
1,7,activation
1,8,repression
1,9,repression
1,10,activation
1,11,repression
1,12,repression
1,13,repression
1,14,activation
1,15,activation
1,16,activation
1,17,activation
1,18,activation
1,19,activation
1,21,repression
1,22,activation
1,23,activation
1,25,activation
1,26,activation
1,27,activation
1,28,activation
1,29,activation
1,30,activation
1,31,activation
1,32,activation
1,33,repression
1,34,activation
1,35,activation
1,36,activation
1,37,activation
1,39,activation
1,40,activation
1,42,activation
1,43,activation
1,51,activation
1,52,repression
1,53,activation
1,54,repression
1,55,repression
1,56,activation
1,57,activation
1,59,activation
1,60,activation
1,61,activation
1,62,repression
1,65,activation
1,66,repression
1,68,activation
1,70,activation
1,74,activation
