source,target,mode
0,1,activation
0,2,activation
0,769,activation
0,434,activation
0,5,activation
0,4,activation
0,1599,activation
0,23,activation
0,3,activation
0,7,activation
0,8,activation
0,9,repression
0,10,activation
0,11,activation
0,12,activation
0,13,activation
0,14,activation
0,21,activation
0,22,activation
0,24,activation
0,27,repression
0,29,activation
0,30,activation
0,31,activation
0,32,activation
0,36,activation
0,42,activation
0,45,activation
0,46,activation
0,47,repression
0,48,activation
0,51,activation
0,52,activation
0,54,activation
0,55,activation
0,61,activation
0,62,activation
0,63,activation
0,65,repression
0,67,activation
0,68,activation
0,69,activation
0,71,activation
0,73,activation
0,74,activation
0,77,repression
0,79,activation
0,81,activation
0,84,activation
0,85,activation
0,87,activation
0,90,activation
0,98,activation
0,100,activation
0,104,activation
0,105,activation
0,106,activation
0,109,activation
0,117,activation
0,119,activation
0,120,activation
0,122,activation
0,127,activation
0,133,activation
0,135,activation
0,136,activation
0,137,activation
0,144,repression
0,152,activation
0,155,activation
0,159,activation
0,163,activation
0,170,activation
0,171,activation
0,183,repression
0,197,repression
0,201,activation
0,210,activation
0,215,activation
0,220,activation
0,221,activation
0,232,activation
0,242,activation
0,243,repression
0,245,activation
0,250,activation
0,253,activation
0,261,activation
0,263,activation
0,264,repression
0,266,activation
0,273,activation
0,274,activation
0,281,activation
0,290,activation
0,292,activation
0,295,activation
0,296,activation
0,304,activation
0,314,activation
0,323,activation
0,324,activation
0,333,activation
0,338,repression
0,341,activation
0,342,activation
0,348,repression
0,351,activation
0,353,activation
0,362,activation
0,365,activation
0,366,repression
0,376,activation
0,387,activation
0,388,activation
0,391,activation
0,392,repression
0,393,repression
0,408,activation
0,415,activation
0,425,activation
0,426,activation
0,429,activation
0,432,activation
0,438,activation
0,441,activation
0,449,activation
0,457,activation
0,461,activation
0,463,activation
0,471,activation
0,497,activation
0,513,activation
0,514,activation
0,517,activation
0,519,activation
0,522,activation
0,524,activation
0,527,activation
0,534,activation
0,535,activation
0,539,activation
0,540,repression
0,553,activation
0,559,activation
0,574,activation
0,586,activation
0,587,activation
0,591,activation
0,594,activation
0,602,activation
0,604,activation
0,609,activation
0,613,activation
0,617,activation
0,618,activation
0,627,activation
0,634,activation
0,638,activation
0,643,repression
0,660,activation
0,661,activation
0,666,activation
0,674,activation
0,676,activation
0,700,activation
0,704,activation
0,707,activation
0,713,activation
0,714,activation
0,718,activation
0,720,activation
0,724,activation
0,726,activation
0,738,activation
0,742,activation
0,763,activation
0,770,activation
0,773,repression
0,775,activation
0,780,activation
0,793,activation
0,795,activation
0,797,repression
0,803,activation
0,811,activation
0,821,activation
0,825,activation
0,835,activation
0,850,activation
0,853,activation
0,869,activation
0,872,activation
0,909,activation
0,913,activation
0,924,activation
0,926,activation
0,930,activation
0,931,activation
0,938,activation
0,939,activation
0,949,repression
0,957,activation
0,1005,repression
0,1006,activation
0,1010,activation
0,1016,activation
0,1022,repression
0,1041,activation
0,1044,activation
0,1045,activation
0,1057,activation
0,1059,activation
0,1069,activation
0,1079,activation
0,1086,activation
0,1088,activation
0,1099,activation
0,1108,repression
0,1118,activation
0,1123,activation
0,1127,activation
0,1133,activation
0,1135,activation
0,1150,activation
0,1151,activation
0,1153,activation
0,1155,activation
0,1160,activation
0,1162,activation
0,1169,activation
0,1175,activation
0,1178,activation
0,1179,activation
0,1182,activation
0,1194,activation
0,1196,activation
0,1197,activation
0,1212,activation
0,1230,activation
0,1239,activation
0,1247,repression
0,1251,activation
0,1252,activation
0,1256,activation
0,1257,activation
0,1264,activation
0,1267,activation
0,1283,activation
0,1309,repression
0,1311,activation
0,1324,activation
0,1325,activation
0,1335,activation
0,1346,activation
0,1362,activation
0,1374,activation
0,1375,activation
0,1391,activation
0,1392,activation
0,1404,activation
0,1415,activation
0,1425,repression
0,1427,activation
0,1439,activation
0,1453,activation
0,1459,repression
0,1470,activation
0,1477,activation
0,1488,activation
0,1500,activation
0,1504,activation
0,1510,activation
0,1533,activation
0,1548,activation
0,1556,activation
0,1561,activation
0,1584,activation
0,1589,activation
0,1591,activation
0,1592,activation
0,1606,activation
0,1623,activation
0,1660,activation
0,1663,activation
0,1669,repression
0,1676,activation
0,1713,activation
0,1718,activation
0,1719,activation
0,1734,activation
0,1748,activation
0,1753,activation
0,1754,activation
0,1763,activation
0,1769,activation
0,1782,activation
0,1787,activation
0,1794,activation
0,1801,activation
0,1814,activation
0,1816,activation
0,1821,activation
0,1837,activation
0,1839,activation
0,1840,activation
0,1846,activation
0,1863,activation
0,1896,repression
0,1921,repression
0,1940,activation
0,1941,repression
0,1978,activation
0,1988,activation
0,1997,activation
1,2,activation
1,26,repression
1,1,repression
1,64,activation
1,33,activation
1,5,repression
1,480,activation
1,239,activation
1,218,activation
1,3,activation
1,7,repression
1,9,activation
1,10,repression
1,11,activation
1,12,activation
1,13,activation
1,14,activation
1,15,repression
1,16,activation
1,18,activation
1,19,repression
1,20,repression
1,21,repression
1,22,activation
1,24,repression
1,27,activation
1,29,activation
1,30,activation
1,32,repression
1,35,activation
1,36,repression
1,38,activation
1,39,activation
1,40,activation
1,42,activation
1,46,activation
1,48,repression
1,50,activation
1,51,activation
1,52,activation
1,54,activation
1,55,repression
1,59,activation
1,60,repression
1,62,repression
1,63,repression
1,65,repression
1,67,activation
1,69,repression
